,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Total Review Cnt,Pos Review Cnt,Neg Review Cnt,Score,appid,Tags,description
10,Frog Detective 3: Corruption at Cowboy County,"26 Oct, 2022",Grace Bruxner,worm club,"['Adventure', 'Casual', 'Indie']","4,99€",['English'],1.0,0.0,1.0,1145.0,1140.0,5.0,0.9361691977389236,1171320,"['Comedy', 'Funny', 'Short', 'Casual', 'Cute', 'Mystery', 'Detective', 'Exploration', 'Investigation', 'Colorful', 'Relaxing', 'Walking Simulator', 'Point & Click', 'Sequel', 'Soundtrack', 'Indie', 'Interactive Fiction', 'Adventure', 'Singleplayer', 'LGBTQ+']","You're a detective, and a frog, and it's time to solve a mystery in the wild west."
11,Dialtown: Phone Dating Sim,"14 Feb, 2022",DirectDoggo,DirectDoggo,"['Casual', 'Indie']","7,04€",['English'],1.0,1.0,1.0,1065.0,1057.0,8.0,0.9321003324102112,1035990,"['Indie', 'Casual', 'Comedy', 'Dating Sim', 'Sexual Content', 'Psychological Horror', 'LGBTQ+', 'Visual Novel', 'RPGMaker', 'Funny', 'Great Soundtrack']","If you've ever wanted to romantically pursue a phone, then hot DARN, do I have just the game for you."
12,Flowers -Le volume sur ete-,"26 Jul, 2018",Innocent Grey,JAST USA,['Casual'],"16,79€","['English', 'Japanese', 'Simplified Chinese']",0.0,0.0,1.0,1018.0,1013.0,5.0,0.933552007043192,858940,"['Visual Novel', 'Female Protagonist', 'LGBTQ+', 'Romance', 'Mystery', 'Story Rich', 'Multiple Endings', 'Cute', 'Anime', 'Hand-drawn', 'Casual', 'Adventure', 'Singleplayer', 'Indie', 'Great Soundtrack', 'Beautiful', 'Dating Sim', 'Nudity', 'War', 'World War II']","Summer has arrived early to Saint Angraecum Academy, and with it comes change. Follow the story of Erika in the second game in the Flowers series."
13,It Steals,"22 Jul, 2020",Zeekerss,Zeekerss,"['Action', 'Indie']","3,99€",['English'],0.0,1.0,1.0,1039.0,1031.0,8.0,0.9314850301888872,1349060,"['Survival Horror', 'FPS', 'Perma Death', 'Horror', 'Arcade', 'First-Person', '3D', 'Psychological Horror', 'Action', 'Pixel Graphics', 'Stealth', 'Demons', 'Survival', 'Atmospheric', 'Psychological', 'Retro', 'Indie', 'Singleplayer']",AROUND EVERY CORNER. Face against stealthy antagonists that will take advantage of your expectations.
14,The Upturned,"23 Mar, 2022",Zeekerss,Zeekerss,"['Action', 'Adventure', 'Indie']","8,19€",['English'],1.0,0.0,1.0,706.0,702.0,4.0,0.9257444025038792,1717770,"['Physics', 'Comedy', 'Survival Horror', '3D Platformer', 'Cartoony', 'Story Rich', 'Mystery', 'Exploration', 'Puzzle Platformer', 'Action-Adventure', '3D', 'Combat', 'Action', 'Stylized', 'Adventure', 'Third Person', 'Platformer', 'Funny', 'Singleplayer', 'Post-apocalyptic']",A frantic adventure. Welcome to the Upturned Inn: a grand hotel for the dead! You just want to find your room.
15,Sudocats,"14 Mar, 2022",Devcats,Devcats,['Casual'],"1,95€","['English', 'Portuguese - Brazil', 'Korean', 'Japanese', 'Russian']",1.0,0.0,1.0,665.0,659.0,6.0,0.921617120859724,1725640,"['Casual', 'Cats', 'Puzzle', 'Relaxing', 'Cute', 'Logic', 'Hand-drawn', 'Wholesome', '2D', 'Cozy', 'Education', 'Tabletop', 'Cartoony', 'Colorful', 'Minimalist', 'Family Friendly', 'Singleplayer', 'Mouse only', 'Stylized', 'Indie']","Sudoku for cat people. Cats are wonderful creatures but you better not put them together without proper introduction. So, plan ahead to display them in the right order so they get along!"
16,Super Lesbian Animal RPG,"20 Dec, 2022",ponett,ponett,"['Indie', 'RPG']","12,49€",['English'],0.0,0.0,1.0,763.0,757.0,6.0,0.9254267830795092,2124380,"['LGBTQ+', 'RPGMaker', 'Party-Based RPG', 'Fantasy', 'Pixel Graphics', 'Story Rich', 'Cute', 'Funny', 'Indie', 'Female Protagonist', 'RPG', 'Drama', 'Colorful', '2D', 'Top-Down', 'Romance', 'Surreal', 'Singleplayer', 'Turn-Based Combat', 'Cartoony']","Melody has decided to become a healer in this classic-inspired turn-based RPG about love, anxiety, and fighting funny-looking monsters in dungeons."
17,Flowers -Le volume sur automne-,"30 Jul, 2020",Innocent Grey,JAST USA,"['Adventure', 'Casual']","16,79€","['English', 'Japanese', 'Simplified Chinese']",0.0,1.0,1.0,573.0,569.0,4.0,0.9201827765963846,1238730,"['Visual Novel', 'Female Protagonist', 'LGBTQ+', 'Romance', 'Mystery', 'Adventure', 'Casual', 'Story Rich', 'Multiple Endings', 'Anime', 'Singleplayer', 'Hand-drawn']","As the summer heat fades, Suoh Shirahane is just one step away from unraveling the mystery of why her beloved Amitie partner left in the spring."
18,Stardew Valley,"26 Feb, 2016",ConcernedApe,ConcernedApe,"['Indie', 'RPG', 'Simulation']","13,99€","['English', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'French', 'Italian', 'Hungarian', 'Korean', 'Turkish']",1.0,0.0,1.0,577329.0,567069.0,10260.0,0.9733387161521968,413150,"['Farming Sim', 'Life Sim', 'Pixel Graphics', 'Multiplayer', 'RPG', 'Relaxing', 'Agriculture', 'Simulation', 'Crafting', 'Sandbox', 'Indie', 'Building', 'Singleplayer', 'Casual', 'Open World', '2D', 'Cute', 'Great Soundtrack', 'Dating Sim', 'Fishing']","You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home?"
19,Portal 2,"18 Apr, 2011",Valve,Valve,"['Action', 'Adventure']","1,59€","['English', 'French', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Hungarian', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Bulgarian', 'Greek', 'Portuguese - Brazil', 'Spanish - Latin America', 'Ukrainian']",1.0,0.0,1.0,347078.0,342769.0,4309.0,0.977108449025188,620,"['Platformer', 'Puzzle', 'Dark Humor', 'First-Person', 'Story Rich', 'Puzzle Platformer', 'Funny', 'Female Protagonist', '3D Platformer', 'Action-Adventure', 'Action', 'FPS', 'Co-op', 'Physics', 'Sci-fi', 'Level Editor', 'Science', 'Atmospheric', 'Comedy', 'Adventure']","The ""Perpetual Testing Initiative"" has been expanded to allow you to design co-op puzzles for you and your friends!"
20,Hades,"17 Sep, 2020",Supergiant Games,Supergiant Games,"['Action', 'Indie', 'RPG']","24,50€","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Polish', 'Japanese']",1.0,0.0,1.0,228097.0,224701.0,3396.0,0.9732842765829592,1145360,"['Action Roguelike', 'Hack and Slash', 'Roguelite', 'Indie', 'Action', 'Mythology', 'Roguelike', 'RPG', 'Great Soundtrack', 'Singleplayer', 'Story Rich', 'Dungeon Crawler', 'Replay Value', 'Isometric', 'Difficult', 'Action RPG', 'Hand-drawn', 'Atmospheric', 'Perma Death', 'LGBTQ+']","Defy the god of the dead as you hack and slash out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion, Transistor, and Pyre."
21,Vampire Survivors,"20 Oct, 2022",poncle,poncle,"['Action', 'Casual', 'Indie', 'RPG']","4,99€","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish']",1.0,0.0,1.0,199260.0,196664.0,2596.0,0.9746060948218184,1794680,"['Action Roguelike', 'Bullet Hell', 'Pixel Graphics', 'Roguelite', '2D', 'Indie', 'Singleplayer', 'Vampire', 'Casual', 'Action', 'Arcade', 'RPG', 'Controller', 'Retro', 'Score Attack', 'Roguelike', 'Action RPG', 'Dark Fantasy', 'Early Access', '1980s']","Mow down thousands of night creatures and survive until dawn! Vampire Survivors is a gothic horror casual game with rogue-lite elements, where your choices can allow you to quickly snowball against the hundreds of monsters that get thrown at you."
22,People Playground,"23 Jul, 2019",mestiez,Studio Minus,"['Action', 'Casual', 'Indie', 'Simulation']","8,19€",['English'],0.0,1.0,1.0,190725.0,188391.0,2334.0,0.9752124014642504,1118200,"['Sandbox', 'Physics', 'Gore', 'Violent', 'Blood', 'Moddable', '2D', 'Singleplayer', 'Destruction', 'Simulation', 'Funny', 'Building', 'Pixel Graphics', 'Psychological Horror', 'Indie', 'Casual', 'Action', 'Horror', 'Comedy', 'Choose Your Own Adventure']","Shoot, stab, burn, poison, tear, vaporise, or crush ragdolls in a large open space."
23,CLANNAD,"28 Apr, 2004",VisualArts/Key,Sekai Project,"['Adventure', 'Casual']",4399.0,"['English', 'Japanese', 'Simplified Chinese']",1.0,0.0,1.0,,,,0.9513751789082444,324160,"['Visual Novel', 'Anime', 'Story Rich', 'Romance', 'Drama', 'Great Soundtrack', 'Multiple Endings', 'Classic', 'Singleplayer', 'Dating Sim', 'Choices Matter', 'Cute', 'Emotional', 'Atmospheric', 'Casual', 'Comedy', 'Adventure', 'Family Friendly', '2D', 'Kickstarter']","From the world renowned visual novel studio Key, the highly rated story of CLANNAD is now available on Steam! Improved visuals, achievement integration, and Dangopedia make this the best version of CLANNAD to date."
24,Trombone Champ,"15 Sep, 2022",Holy Wow Studios LLC,Holy Wow Studios LLC,"['Casual', 'Indie']",1249.0,['English'],1.0,0.0,1.0,,,,0.9470934820754532,1059990,"['Rhythm', 'Comedy', 'Funny', 'Music', 'Cute', 'Cartoon', 'Casual', 'Singleplayer', 'Colorful', 'Parody ', 'Moddable', 'Satire', '3D', 'Memes', 'Family Friendly', 'Horror', 'Souls-like', 'Experimental', 'Indie', 'Difficult']","Honk, blow, &amp; toot your way through over 35 songs, collect all 50 unique Tromboner Cards, and uncover the mysteries of the Trombiverse. Do you have what it takes to become the true Trombone Champ?"
25,Wobbledogs,"15 Mar, 2022",Animal Uprising,Secret Mode,"['Casual', 'Indie', 'Simulation']",1999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,,,,0.9487393490615612,1424330,"['Wholesome', 'Dog', 'Sandbox', 'Cute', 'Colorful', 'Simulation', 'Life Sim', 'Family Friendly', 'Funny', 'Physics', 'Casual', 'Experimental', 'Artificial Intelligence', '3D', 'Singleplayer', 'Indie', 'Procedural Generation', 'Stylized', 'Great Soundtrack', 'Early Access']","A 3D pet simulation where you raise your own personal hive of mutating dogs, physically simulated all the way down to their guts! Wobbledogs is a casual and chill sandbox for players of all ages who want to care for their very own virtual pets in a surprising, unique, and stress-free environment."
26,Cube Escape Collection,"14 Oct, 2020",Rusty Lake,Rusty Lake,[],499.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese', 'Danish', 'Japanese', 'Korean', 'Dutch', 'Polish', 'Russian', 'Czech', 'Turkish', 'Vietnamese', 'Swedish', 'Portuguese - Portugal', 'Spanish - Latin America']",0.0,0.0,1.0,,,,0.9470656222197228,1292940,"['Puzzle', 'Point & Click', 'Mystery', 'Psychological Horror', 'Horror', 'Indie', 'Story Rich', 'Detective', 'Adventure', 'Singleplayer', 'Atmospheric', 'Escape Room', 'Hand-drawn', 'Dark', '2D', 'Surreal', 'Multiple Endings', 'Short']","In this classic point-and-click adventure anthology you follow the path of Dale and Laura and other famous Rusty lake characters such as Mr. Crow and Mr. Owl. The series will be updated, preserved and bundled to survive the end of the Flash Games era."
27,Epic Battle Fantasy 5,"30 Nov, 2018",Matt Roszak,Matt Roszak,"['Adventure', 'RPG', 'Strategy']",2139.0,"['English', 'French', 'German', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Vietnamese', 'Spanish - Spain']",1.0,0.0,1.0,,,,0.9491799658063528,432350,"['JRPG', 'Funny', 'Turn-Based', 'Indie', 'Adventure', 'Creature Collector', 'Comedy', 'RPG', 'Turn-Based Combat', 'Strategy', 'Singleplayer', '2D', 'Parody ', 'Fantasy', 'Anime', 'Cats', 'Sexual Content', 'Story Rich', 'Colorful', 'Cute']","A turn-based RPG adventure, full of video game references, juvenile dialogue, and anime fanservice... and also strategic combat, monster catching, and tons of treasure hunting! Updated with tons of new content!"
28,CULTIC,"13 Oct, 2022",Jasozz Games,3D Realms,"['Action', 'Indie']",999.0,['English'],1.0,1.0,1.0,,,,0.9495170990458291,1684930,"['FPS', 'Action', 'Old School', 'Shooter', 'First-Person', 'Horror', 'Retro', '3D', 'Dark', 'Gore', 'Violent', 'Stylized', 'Indie', 'Singleplayer', 'Pixel Graphics', 'Combat', 'Physics', 'PvE', 'Lovecraftian']","Death is only the beginning. Crawl from your grave and gear up to fight your way through the ranks of a mysterious and twisted cult. You, your guns, and your dynamite will have to shoot, slide, blast, duck, dodge, and maybe throw a gib or two to survive in this old-school-inspired shooter."
29,The Case of the Golden Idol,"13 Oct, 2022",Color Gray Games,Playstack,"['Adventure', 'Indie']",1799.0,['English'],1.0,1.0,1.0,,,,0.9477374450953746,1677770,"['Mystery', 'Detective', 'Investigation', 'Conspiracy', '2D', 'Thriller', 'Interactive Fiction', 'Story Rich', 'Puzzle', 'Dark', 'Choices Matter', 'Atmospheric', 'Point & Click', 'Singleplayer', 'Historical', 'Pixel Graphics', 'Adventure', 'Crime', 'Narrative', 'Exploration']","A new kind of detective game that allows you to think and investigate freely. Discover clues surrounding 12 strange and gruesome deaths and build your own theory. Pick your suspect, deduce the motive, unmask the awful truth."
30,Kindergarten 2,"29 Jul, 2019",Con Man Games,SmashGames,"['Adventure', 'Indie']",1249.0,['English'],0.0,1.0,1.0,,,,0.93940493529267,1067850,"['Adventure', 'Pixel Graphics', 'Violent', 'Gore', 'Funny', 'Indie', 'Puzzle', 'Singleplayer', 'Comedy', 'Dark Humor', '2D', 'Blood', 'RPG', 'Horror', 'Dark', 'Action', 'Story Rich', 'Choices Matter', 'Psychological Horror', 'Cute']","Welcome to Kindergarten 2, which takes place on Tuesday! After the events of Monday, you'll find yourself in a new school with new friends...and new ways to get ruthlessly murdered."
31,Aokana - Four Rhythms Across the Blue,"27 Sep, 2019",sprite,NekoNyan Ltd.,"['Adventure', 'Casual']",3399.0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",1.0,1.0,1.0,,,,0.9426928762285108,1044620,"['Visual Novel', 'Anime', 'Casual', 'Adventure', 'Story Rich', 'Romance', 'Dating Sim', 'Mature', 'Hentai', 'Sports', 'Singleplayer', 'Great Soundtrack', 'Cute', 'NSFW', 'FPS']","In a world where flying through the sky is as simple as riding a bicycle, the sport ""Flying Circus"" is all the rage. Following the discovery of anti-gravitons, special shoes that allow an individual to fly, Anti-Graviton Shoes, took the world by storm."
32,Riddle Joker,"18 Dec, 2020",YUZUSOFT,NekoNyan Ltd.,"['Adventure', 'Casual']",3399.0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0.0,1.0,1.0,,,,0.9474471046177196,1277930,"['Visual Novel', 'Sexual Content', 'Romance', 'Cute', 'Story Rich', 'Casual', 'Dating Sim', 'Anime', 'Nudity', 'Choices Matter', 'Relaxing', 'Conversation', 'Narration', 'Fantasy', 'Atmospheric', 'FPS', 'Comedy', 'Adventure', 'Mystery', 'Singleplayer']","For decades, superpowers and psychic abilities were thought to be mere science fiction, but the discovery of a certain particle called the ""Astron"" at the end of the 20th century proved to the world that these wondrous phenomena were real."
33,Cats Organized Neatly,"12 Oct, 2020",DU&I,DU&I,"['Casual', 'Indie']",249.0,"['English', 'Korean', 'Simplified Chinese', 'Italian', 'Japanese', 'Dutch', 'Russian', 'Ukrainian', 'Finnish', 'German', 'Spanish - Spain', 'Turkish', 'French', 'Czech', 'Norwegian', 'Swedish', 'Spanish - Latin America', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Greek', 'Hungarian', 'Slovak']",1.0,0.0,1.0,,,,0.9402008270811884,1369340,"['Cats', 'Puzzle', 'Wholesome', 'Cozy', 'Relaxing', 'Casual', 'Cute', 'Funny', 'Memes', 'Cartoony', 'Hand-drawn', 'Colorful', 'Family Friendly', 'Singleplayer', 'Atmospheric', 'Indie', 'Comedy', '2D', 'Minimalist', 'Stylized']",In this 2D puzzle game you have the responsibility to arrange your feline friends in a way that fits the grid. Cats Organized Neatly comes with 80 different handcrafted levels and a whole bunch of cats in all shapes and sizes.
34,Lost in Play,"10 Aug, 2022",Happy Juice Games,Joystick Ventures,"['Adventure', 'Indie']",1999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Norwegian', 'Romanian', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese', 'Hebrew']",1.0,0.0,1.0,,,,0.939121467246062,1328840,"['Puzzle', 'Indie', 'Point & Click', 'Singleplayer', 'Mystery', 'Casual', 'Hand-drawn', 'Cartoon', 'Adventure', 'Female Protagonist', 'Fantasy', 'Wholesome', 'Comedy', 'Surreal', 'Colorful', 'Story Rich', 'Funny', 'Family Friendly', 'Atmospheric', '2D']","Go on adventures and solve puzzles on this feel-good journey with a brother and sister as they explore dreamscapes and befriend magical creatures. Lost in their imagination, Toto and Gal must stick together and solve puzzles to find their way home."
35,Epic Battle Fantasy 4,"25 Feb, 2014",Matt Roszak,Matt Roszak,"['Adventure', 'RPG']",1379.0,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",1.0,0.0,1.0,,,,0.9249506226017584,265610,"['JRPG', 'Turn-Based', 'Funny', 'Indie', 'Adventure', 'RPG', 'Comedy', 'Singleplayer', 'Fantasy', 'Anime', '2D', 'Strategy', 'Turn-Based Combat', 'Casual', 'Parody ', 'Cats', 'Cute', 'Action', 'Great Soundtrack', 'Epic']","A light-hearted turn-based RPG, heavily inspired by old 2D classics. You will battle through waves of cute enemies, grow your characters, read cringey dialogue, explore a diverse world, solve puzzles, and of course, save the world. (Recently updated to version 2!)"
36,Summer Pockets,"29 Jun, 2018",VisualArts/Key,VisualArts,"['Adventure', 'Casual']",3799.0,"['English', 'Japanese', 'Simplified Chinese']",1.0,1.0,1.0,,,,0.9413632049843436,897220,"['Adventure', 'Casual', 'Visual Novel', 'Emotional', 'Anime', 'Great Soundtrack', 'Story Rich', 'Simulation', 'Dating Sim', 'Romance', 'Sexual Content', 'Nudity', 'Comedy', 'Singleplayer', 'Multiple Endings']","From the creators of Angel Beats! and CLANNAD, Key, comes their latest emotional, award-winning journey. Follow protagonist Takahara Hairi as he travels to the secluded island Torishirojima, where he rediscovers what it means to enjoy summer vacation."
37,A Space for the Unbound,"19 Jan, 2023",Mojiken,Toge Productions,"['Adventure', 'Indie']",1950.0,"['English', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Indonesian', 'French', 'German', 'Spanish - Spain', 'Russian', 'Turkish']",1.0,0.0,1.0,,,,0.9394132027031116,1201270,"['Story Rich', 'Emotional', 'Pixel Graphics', 'Psychological', 'Exploration', 'Puzzle', ""1990's"", 'Supernatural', 'Atmospheric', 'Cats', 'Mystery', 'Anime', 'Action-Adventure', 'Surreal', 'Relaxing', '2D', 'Adventure', 'Dystopian ', 'Philosophical', 'Singleplayer']","A magical adventure about two high school sweethearts set at the end of their school days - and the end of the world. Explore a crumbling town and help friends face their inner demons, which could be the key to stopping reality itself disintegrating. And don’t forget to pet the cats."
38,Milo and the Magpies,"7 Sep, 2021",Johan Scherft,Second Maze,"['Adventure', 'Indie']",199.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese', 'Turkish', 'Vietnamese']",1.0,0.0,1.0,,,,0.937634519947919,1407420,"['Adventure', 'Point & Click', 'Hidden Object', 'Exploration', 'Hand-drawn', 'Cats', 'Colorful', 'Cute', 'Singleplayer', 'Indie', 'Story Rich', 'Puzzle', '2D']","Milo and the Magpies is a point-and-click, hidden object game following the story of a little cat named Milo who is trying to find his way home after getting turned around by an unfortunate encounter with some pesky magpies."
39,planetarian HD,"8 May, 2017",VisualArts/Key,VisualArts,"['Adventure', 'Casual', 'Simulation']",999.0,"['English', 'Simplified Chinese', 'Japanese', 'German', 'Traditional Chinese', 'French', 'Spanish - Spain', 'Spanish - Latin America']",0.0,0.0,1.0,,,,0.9408800054640796,623080,"['Visual Novel', 'Anime', 'Casual', 'Adventure', 'Robots', 'Drama', 'Post-apocalyptic', 'Simulation', 'Story Rich', 'Singleplayer', 'Cute', 'Sci-fi', 'Emotional', 'Great Soundtrack']","planetarian HD is an engaging and emotional visual novel from legendary game studio, Key. A sub-brand of VISUAL ARTS, Key are also famed for creating Kanon, AIR, CLANNAD, Little Busters!, Rewrite, Angel Beats!, and Summer Pockets."
40,Will You Snail?,"9 Mar, 2022",Jonas Tyroller,Jonas Tyroller,"['Action', 'Adventure', 'Indie']",1249.0,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Korean', 'Russian', 'Italian', 'Czech', 'Dutch', 'Romanian', 'Arabic', 'Bulgarian', 'Finnish', 'Greek', 'Hungarian', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Swedish', 'Turkish', 'Vietnamese', 'Ukrainian', 'Spanish - Latin America']",1.0,0.0,1.0,,,,0.9332282627108298,1115050,"['Artificial Intelligence', 'Precision Platformer', 'Difficult', 'Unforgiving', 'Story Rich', 'Funny', 'Platformer', '2D Platformer', 'Puzzle Platformer', 'Fast-Paced', 'Comedy', 'Singleplayer', 'Exploration', 'Cute', 'Side Scroller', '2D', 'Adventure', 'Indie', 'Action', 'Short']","A unique platformer where an evil AI predicts your movement. Dodge AI-spawned traps, solve optional puzzles and uncover the dark secrets of the simulation."
41,Euro Truck Simulator 2 - Ukrainian Paint Jobs Pack,"4 Mar, 2022",SCS Software,SCS Software,"['Indie', 'Simulation']",99.0,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Portuguese - Portugal', 'Polish', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Swedish', 'Hungarian', 'Czech', 'Romanian', 'Turkish', 'Portuguese - Brazil', 'Bulgarian', 'Greek', 'Ukrainian']",0.0,0.0,1.0,,,,0.9291805684847956,1918370,"['Simulation', 'Indie']",Customize your truck with your country flag! A choice of four unique paint jobs will come handy if you feel you need to show your affiliation...
42,Smile For Me,"31 May, 2019",LimboLane,Serenity Forge,"['Adventure', 'Casual', 'Indie']",1079.0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil']",1.0,0.0,1.0,,,,0.9227637932152049,1018850,"['Puzzle', 'Point & Click', 'Cute', '2D', 'First-Person', 'LGBTQ+', 'Funny', '3D', 'Horror', 'Psychological Horror', 'Surreal', 'Story Rich', 'Hand-drawn', 'Conversation', 'FMV', 'Linear', 'Multiple Endings', 'Comedy', 'Casual', 'Cartoony']","A heartbroken clown, wayward souls, and juicy mechanical lips. As “The Big Event"" draws near, help the troubled residents of the Habitat and de-mask the mysterious Doctor Habit... before it's too late."
43,Chop Goblins,"12 Dec, 2022",David Szymanski,David Szymanski,"['Action', 'Indie']",399.0,['English'],1.0,0.0,1.0,,,,0.9312329949520382,1935660,"['Old School', 'FPS', 'Shooter', 'First-Person', 'Fast-Paced', 'Dark Humor', 'Action', 'Gore', ""1990's"", 'Colorful', 'Comedy', 'Short', 'Pixel Graphics', 'Stylized', 'Destruction', 'Time Travel', 'Combat', 'Retro', 'Linear', 'Singleplayer']","Pursue the malevolent Chop Goblins through time, and foil them with devastating weapons, in this bite-sized FPS from the creator of DUSK, Iron Lung, and Squirrel Stapler"
44,Don't Escape: 4 Days to Survive,"11 Mar, 2019",scriptwelder,Armor Games Studios,"['Adventure', 'Indie']",1479.0,"['English', 'Polish', 'German']",0.0,0.0,1.0,,,,0.927994128343316,611760,"['Adventure', 'Indie', 'Point & Click', 'Post-apocalyptic', 'Pixel Graphics', 'Singleplayer', 'Story Rich', 'Choices Matter', '2D', 'Atmospheric', 'Sci-fi', 'Great Soundtrack', 'Survival', 'Mystery', 'Puzzle', 'Strategy', 'Thriller', 'Replay Value', 'Retro']",Survive through four days at the end of the world in this post-apocalyptic point-and-click thriller where your choices could keep you alive... or not.
45,Beacon Pines,"22 Sep, 2022",Hiding Spot,Fellow Traveller,"['Adventure', 'Casual', 'Indie']",1950.0,['English'],1.0,0.0,1.0,,,,0.9282204351925332,1269640,"['Visual Novel', 'Choose Your Own Adventure', 'Story Rich', 'Emotional', 'Cozy', 'Colorful', 'Exploration', 'Singleplayer', 'Interactive Fiction', 'Horror', 'Choices Matter', 'Casual', 'Cute', 'Relaxing', 'RPG', 'Atmospheric', 'Mystery', 'Narration', 'Hand-drawn', 'Adventure']","Beacon Pines is a cute and creepy adventure set within a mysterious book. Sneak out late, make new friends, uncover hidden truths, and collect words that will change the course of fate!"
46,Scarlet Hollow,"11 Jun, 2021",Black Tabby Games,Black Tabby Games,"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",2199.0,['English'],1.0,1.0,1.0,,,,0.9347789035350054,1609230,"['Early Access', 'Choices Matter', 'Story Rich', 'Horror', 'Visual Novel', 'Psychological Horror', 'Multiple Endings', 'Well-Written', 'Dark Fantasy', 'Interactive Fiction', 'Lovecraftian', 'Supernatural', 'Mystery', 'RPG', 'Dark Humor', 'Narrative', 'Point & Click', 'Adventure', 'Choose Your Own Adventure', 'Lore-Rich']",Return to the crumbling coal town your family built generations ago for the funeral of your aunt. You won't be able to save everyone. You might not even be able to save yourself.
47,POPGOES Arcade,"1 Jul, 2022",Kane Carter,Clickteam,['RPG'],399.0,['English'],1.0,1.0,1.0,,,,0.9217526272939086,1986840,"['RPG', 'Horror', 'Singleplayer', 'Pixel Graphics', 'Action RPG', 'Exploration', 'Indie', '2D', 'Arcade', 'Great Soundtrack', 'Robots']","Battle the corrupt animals of the forest, collect valuable items and abilities, and save the world, TWICE, in this retro-styled RPG adventure! As an official spinoff of the Five Nights at Freddy's horror game series, you can expect familiar characters, loads of secrets, and maybe some scares..."
48,9-nine-:Episode 2,"16 Aug, 2019",PALETTE,Sekai Project,"['Action', 'Casual', 'Simulation']",1950.0,"['English', 'Japanese', 'Traditional Chinese']",0.0,1.0,1.0,,,,0.9254912327109276,1033420,"['Sexual Content', 'Visual Novel', 'Nudity', 'Anime', 'Casual', 'Violent', 'Cute', 'Action', 'Simulation', 'Multiple Endings', 'Choices Matter', 'Mystery', 'Episodic', 'Magic', 'Great Soundtrack', '2D']",It's Sora and Kakeru's time to shine when the action heats up in 9-nine-: Episode 2. Can they take down the murderer before it's too late for them both?
